classname,name,time_seconds,outcome
tests.native.test_native_registry,test_route_binds_and_resolves,0.001,passed
tests.native.test_native_registry,test_native_asset_conflict_is_reported_not_silently_taken,0.001,passed
tests.native.test_native_registry,test_a_route_dies_with_its_session,0.001,passed
tests.native.test_native_registry,test_requests_after_the_session_ended_have_a_stable_code,0.001,passed
tests.native.test_native_registry,test_terminal_state_never_goes_back,0.208,passed
tests.native.test_native_registry,test_attach_takes_an_environment_lease_and_gives_it_back,0.004,passed
tests.native.test_native_registry,test_attach_is_refused_while_the_environment_is_mutating,0.001,passed
tests.native.test_native_registry,test_public_state_and_diagnostics_carry_no_secrets,0.002,passed
tests.native.test_native_registry,test_shutdown_all_does_not_kill_the_user_script,0.001,passed
tests.native.test_native_relay,test_loopback_only,0.001,passed
tests.native.test_native_relay,test_two_distinct_tokens,0.001,passed
tests.native.test_native_relay,test_the_desktop_token_does_not_open_the_child_side,2.004,passed
tests.native.test_native_relay,test_wrong_token_does_not_consume_the_listener,0.003,passed
tests.native.test_native_relay,test_second_attach_rejected,0.003,passed
tests.native.test_native_relay,test_the_child_hello_reaches_the_desktop_without_its_token,0.002,passed
tests.native.test_native_relay,test_relay_is_byte_transparent,0.002,passed
tests.native.test_native_relay,test_relay_sidecar_disconnect_closes_the_child_side,0.002,passed
tests.native.test_native_relay,test_relay_child_disconnect_closes_the_desktop_side,0.002,passed
tests.native.test_native_relay,test_relay_cleanup_releases_both_listeners,0.001,passed
tests.native.test_native_relay,test_attach_timeout_has_a_stable_code,0.303,passed
tests.native.test_native_relay,test_a_watch_callback_can_abort_the_wait,0.255,passed
tests.native.test_native_relay,test_the_relay_never_imports_the_engine_semantics,0.004,passed
tests.native.test_native_relay,test_close_shuts_the_connected_sockets_down_before_closing_them,0.003,passed
tests.native.test_native_relay,test_both_peers_see_eof_even_while_the_pumps_are_blocked_on_recv,0.056,passed
tests.native.test_run_beta_claims,test_each_readme_promise_is_backed_by_code[**\u4f60\u786e\u8ba4\u4e4b\u524d\uff0c\u4e00\u884c\u4ee3\u7801\u90fd\u4e0d\u4f1a\u8dd1],0.007,passed
tests.native.test_run_beta_claims,test_each_readme_promise_is_backed_by_code[\u5199\u660e\u89e3\u91ca\u5668\u8def\u5f84\u3001\u5de5\u4f5c\u76ee\u5f55\u548c\u76ee\u6807],0.002,passed
tests.native.test_run_beta_claims,test_the_cli_only_spawns_after_the_desktop_has_attached,0.001,passed
tests.native.test_run_beta_claims,test_a_marker_that_only_appears_in_a_comment_does_not_count,0.000,passed
tests.native.test_run_beta_claims,test_code_only_keeps_ordinary_source_lines,0.001,passed
tests.native.test_run_invocation,test_run_requires_delimiter,0.000,passed
tests.native.test_run_invocation,test_only_the_first_delimiter_is_ours,0.000,passed
tests.native.test_run_invocation,test_run_script_parse,0.023,passed
tests.native.test_run_invocation,test_run_module_parse,0.021,passed
tests.native.test_run_invocation,test_run_absolute_python,0.020,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[python],0.001,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[python3],0.001,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[python3.13],0.000,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[python.exe],0.000,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[PYTHON.EXE],0.000,passed
tests.native.test_run_invocation,test_interpreter_words_we_accept[python3.11.exe],0.001,passed
tests.native.test_run_invocation,test_run_unsupported_command[make],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[bash],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[sh],0.001,passed
tests.native.test_run_invocation,test_run_unsupported_command[poetry],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[uv],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[conda],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[Rscript],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[py],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_command[pythonw],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-c],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-S],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-I],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-E],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-O],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-X],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-W],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[-B],0.000,passed
tests.native.test_run_invocation,test_run_unsupported_flag[--version],0.001,passed
tests.native.test_run_invocation,test_run_missing_target,0.000,passed
tests.native.test_run_invocation,test_run_invalid_module,0.104,passed
tests.native.test_run_invocation,test_a_missing_script_is_an_invocation_error_not_a_script_error,0.020,passed
tests.native.test_run_invocation,test_a_directory_target_is_not_a_script,0.023,passed
tests.native.test_run_invocation,test_interpreter_not_found,0.002,passed
tests.native.test_run_invocation,test_interpreter_path_that_is_not_a_file,0.001,passed
tests.native.test_run_invocation,test_probe_reads_the_real_interpreter,0.020,passed
tests.native.test_run_invocation,test_probe_rejects_an_old_python,0.001,passed
tests.native.test_run_invocation,test_probe_rejects_a_non_cpython,0.001,passed
tests.native.test_run_invocation,test_a_thing_that_runs_but_is_not_python_is_an_implementation_error,0.001,passed
tests.native.test_run_invocation,test_the_probe_never_imports_matplotlib,0.000,passed
tests.native.test_run_invocation,test_project_root_defaults_to_the_script_folder,0.021,passed
tests.native.test_run_invocation,test_project_root_climbs_to_an_existing_registry,0.020,passed
tests.native.test_run_invocation,test_project_root_never_climbs_past_max_parents,0.020,passed
tests.native.test_run_invocation,test_module_target_uses_cwd_as_the_project_root,0.020,passed
tests.native.test_run_invocation,test_explicit_project_does_not_change_cwd,0.022,passed
tests.native.test_run_invocation,test_bad_project_is_rejected,0.020,passed
tests.native.test_run_invocation,test_the_command_fingerprint_never_contains_argument_values,0.062,passed
tests.native.test_run_invocation,test_the_permission_key_ignores_the_target,0.042,passed
tests.native.test_run_invocation,test_the_permission_key_changes_with_the_interpreter,0.022,passed
tests.native.test_run_invocation,test_run_status_file_atomic,0.001,passed
tests.native.test_run_invocation,test_run_status_file_no_secrets,0.021,passed
tests.native.test_run_invocation,test_status_records_script_exit_and_tavotto_result_separately,0.021,passed
tests.native.test_run_invocation,test_the_run_cli_never_pulls_in_flask_or_matplotlib,0.074,passed
tests.native.test_run_invocation,test_dispatch_reaches_run_without_importing_the_app,0.001,passed
tests.test_aggregate_gate.TestFastGate,test_all_success_passes,0.001,passed
tests.test_aggregate_gate.TestFastGate,test_any_failure_fails,0.001,passed
tests.test_aggregate_gate.TestFastGate,test_cancelled_is_not_success,0.000,passed
tests.test_aggregate_gate.TestFastGate,test_skipped_is_not_success_in_fast_mode,0.001,passed
tests.test_aggregate_gate.TestFastGate,test_missing_required_job_fails,0.001,passed
tests.test_aggregate_gate.TestFastGate,test_unexpected_job_in_needs_fails,0.000,passed
tests.test_aggregate_gate.TestFastGate,test_unknown_result_string_fails,0.000,passed
tests.test_aggregate_gate.TestFastGate,test_matrix_job_aggregate_failure,0.001,passed
tests.test_aggregate_gate.TestIntegrationGate,test_mode_requires_an_explicit_flag,0.001,passed
tests.test_aggregate_gate.TestIntegrationGate,test_both_flags_is_a_config_error,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_plain_pr_all_skipped_is_deferred,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_plain_pr_with_real_results_is_enforced,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_partial_skip_is_failure_not_deferred,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_merge_group_may_not_defer,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_full_ci_pr_may_not_defer,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_require_heavy_rejects_skipped,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_require_heavy_all_success,0.000,passed
tests.test_aggregate_gate.TestIntegrationGate,test_require_heavy_missing_job_fails,0.000,passed
tests.test_aggregate_gate.TestInputs,test_invalid_json_is_a_config_error,0.000,passed
tests.test_aggregate_gate.TestInputs,test_needs_must_be_an_object,0.000,passed
tests.test_aggregate_gate.TestInputs,test_entry_without_result_is_a_config_error,0.001,passed
tests.test_aggregate_gate.TestInputs,test_empty_required_is_a_config_error,0.000,passed
tests.test_aggregate_gate.TestInputs,test_fast_mode_rejects_integration_flags,0.000,passed
tests.test_aggregate_gate.TestCli,test_success_exit_zero_with_machine_json,0.001,passed
tests.test_aggregate_gate.TestCli,test_failure_exit_one,0.001,passed
tests.test_aggregate_gate.TestCli,test_deferred_exit_zero_with_machine_readable_reason,0.001,passed
tests.test_aggregate_gate.TestCli,test_config_error_exit_two_and_fails_the_gate,0.001,passed
tests.test_aggregate_gate.TestCli,test_bad_json_exit_two,0.001,passed
tests.test_aggregate_gate.TestCli,test_summary_mentions_deferral,0.001,passed
tests.test_aggregate_gate.TestCli,test_always_gate_still_fails_after_upstream_failure,0.001,passed
tests.test_ai_history,test_roundtrip_and_end,0.003,passed
tests.test_ai_history,test_mark_interrupted_running,0.004,passed
tests.test_ai_history,test_list_search_filter_pagination,0.006,passed
tests.test_ai_history,test_pin_delete_purge,0.006,passed
tests.test_ai_history,test_capabilities_reports_uninstalled,0.005,passed
tests.test_ai_history,test_capabilities_agent_specific,0.006,passed
tests.test_ai_history,test_broken_candidate_falls_through,0.003,passed
tests.test_ai_history,test_start_install_reports_missing_npm,0.001,passed
tests.test_ai_history,test_cmd_passes_model_and_effort,0.001,passed
tests.test_ai_history,test_cmd_is_equivalent_to_the_pre_registry_shape,0.001,passed
tests.test_ai_history,test_cmd_injects_third_party_endpoint,0.001,passed
tests.test_ai_history,test_no_private_paths_in_cli_lookup,0.002,passed
tests.test_ai_history,test_build_prompt_normalized,0.001,passed
tests.test_ai_revert_atomic,test_a_failed_revert_leaves_the_user_script_byte_for_byte_intact,0.002,passed
tests.test_ai_revert_atomic,test_a_successful_revert_restores_the_snapshot_byte_for_byte,0.001,passed
tests.test_ai_revert_atomic,test_revert_writes_through_a_symlink_to_the_real_file,0.002,passed
tests.test_ai_revert_atomic,test_revert_refuses_a_symlink_that_escapes_the_project,0.002,passed
tests.test_ai_revert_atomic,test_revert_leaves_a_newer_mtime_so_the_watcher_can_see_it,0.001,passed
tests.test_ai_revert_atomic,test_revert_restores_the_permission_bits_from_the_snapshot,0.001,passed
tests.test_ai_revert_atomic,test_an_old_sidecar_without_a_project_field_still_reverts,0.002,passed
tests.test_annotate_asset,test_annotate_pdf_draws_vector_annotations,0.007,passed
tests.test_annotate_asset,test_annotate_regenerates_png_from_annotated_pdf,0.006,passed
tests.test_annotate_asset,test_annotate_rotated_text_direction_is_css_clockwise,0.006,passed
tests.test_artist_census_tool,test_relative_path_with_directories_still_finds_the_script,0.351,passed
tests.test_artist_census_tool,test_a_census_that_lists_gaps_must_not_exit_zero,1.032,passed
tests.test_artist_families,test_collection_family_is_registered,0.564,passed
tests.test_artist_families,test_patch_family_is_registered,0.025,passed
tests.test_artist_families,test_stem_is_one_series_not_three_loose_artists,0.031,passed
tests.test_artist_families,test_bar_and_errorbar_containers_are_unchanged,0.031,passed
tests.test_artist_families,test_color_mapped_collections_do_not_advertise_facecolor,0.036,passed
tests.test_artist_families,test_every_collection_can_be_stroked,0.035,passed
tests.test_artist_families,test_mapped_line_collections_leave_the_linecoll_family,0.106,passed
tests.test_artist_families,test_colorbar_and_its_mappable_are_one_alias_group,0.131,passed
tests.test_artist_families,test_marker_replacement_stays_a_scatter_only_contract,0.035,passed
tests.test_artist_families,test_stem_linestyle_undo_does_not_widen_the_dashes,0.197,passed
tests.test_artist_families,test_hatch_needs_both_a_face_and_a_draw_path_that_paints_it,0.036,passed
tests.test_artist_families,test_registered_artists_without_geometry_are_reported_not_dropped,0.022,passed
tests.test_artist_families,test_custom_subclass_inherits_family_support,0.026,passed
tests.test_artist_families,test_arc_is_a_normal_patch_fill_included,0.011,passed
tests.test_artist_families,test_unknown_artist_neither_crashes_nor_vanishes,0.022,passed
tests.test_artist_families,test_census_reports_what_is_not_in_the_element_table,0.030,passed
tests.test_artist_families,test_colorbar_axes_expose_only_the_colorbar,0.032,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamColl],5.528,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamPatch],0.337,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamStairs],0.753,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamCont],3.331,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamCbar],0.996,passed
tests.test_artist_families,test_every_family_prop_restores_exactly[FamCustom],0.478,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamPatch-axes_0.patches_0-facecolor-#123456],0.010,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamPatch-axes_0.patches_3-hatch-//],0.010,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamColl-axes_0.collections_3-edgecolor-#123456],0.100,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamColl-axes_0.collections_4-cmap-plasma],0.101,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamColl-axes_0.linecoll_5-linewidth-3.0],0.101,passed
tests.test_artist_families,test_representative_family_edits_actually_change_the_manifest[FamCont-axes_0.stemseries_0-color-#123456],0.085,passed
tests.test_artist_families,test_consumed_markerline_keeps_its_old_gid_as_an_alias,0.057,passed
tests.test_artist_families,test_removing_a_legacy_alias_override_replays_the_series,0.084,passed
tests.test_artist_families,test_consumed_stemlines_keeps_its_old_collection_gid,0.112,passed
tests.test_artist_families,test_removing_the_stemlines_alias_replays_the_series_linewidth,0.112,passed
tests.test_artist_families,test_stem_props_stay_warning_free_now_that_the_stems_have_a_gid,0.224,passed
tests.test_artist_families,test_sparse_collections_do_not_claim_the_whole_subplot,0.035,passed
tests.test_artist_families,test_collection_linestyle_display_matches_the_handler,0.036,passed
tests.test_artist_families,test_instrument_does_not_mutate_the_figure,0.271,passed
tests.test_asset_library.TestCancelSemantics,test_cancel_before_any_execution_never_spawns_a_worker,0.002,passed
tests.test_asset_library.TestCancelSemantics,test_cancelled_worker_failure_is_not_misreported,0.002,passed
tests.test_asset_library.TestCancelSemantics,test_cancel_kills_the_running_probe,1.080,passed
tests.test_asset_library.TestRuntimeAssetListing,test_listing_never_executes_scripts,0.007,passed
tests.test_asset_library.TestRuntimeAssetListing,test_stems_with_disk_artifacts_are_file_assets_not_runtime,0.003,passed
tests.test_asset_library.TestRuntimeAssetListing,test_pyplot_capture_is_not_shadowed_by_a_stale_same_stem_file,0.007,passed
tests.test_asset_library.TestRuntimeAssetListing,test_bad_registry_pairs_do_not_break_the_listing,0.001,passed
tests.test_asset_library.TestRuntimeAssetListing,test_probe_then_listing_carries_the_descriptor,0.419,passed
tests.test_autosave,test_put_get_roundtrip,0.002,passed
tests.test_autosave,test_get_missing_404,0.001,passed
tests.test_autosave,test_put_rejects_bad_schema,0.001,passed
tests.test_autosave,test_doc_id_sanitized,0.001,passed
tests.test_autosave,test_delete_slot,0.002,passed
tests.test_autosave,test_stale_base_rejected_and_disk_untouched,0.002,passed
tests.test_autosave,test_fresh_base_accepted_and_advances,0.002,passed
tests.test_autosave,test_same_updated_at_is_not_a_conflict,0.001,passed
tests.test_autosave,test_no_base_never_checked,0.002,passed
tests.test_autosave,test_base_without_existing_file_writes,0.001,passed
tests.test_autosave,test_unreadable_or_baseless_disk_copy_writes,0.002,passed
tests.test_autosave,test_garbage_base_ignored,0.002,passed
tests.test_axes_traversal_authority,test_fig_axes_only_where_it_is_allowed[manifest.py],0.024,passed
tests.test_axes_traversal_authority,test_fig_axes_only_where_it_is_allowed[overrides.py],0.030,passed
tests.test_axes_traversal_authority,test_the_allowlist_has_no_dead_entries,0.049,passed
tests.test_browser_auth,test_api_default_deny_without_session,0.520,passed
tests.test_browser_auth,test_write_endpoints_default_deny,0.511,passed
tests.test_browser_auth,test_public_surface_is_minimal,0.520,passed
tests.test_browser_auth,test_bootstrap_flow_replay_and_forged_cookie,0.515,passed
tests.test_browser_auth,test_browser_cookie_has_max_age,0.510,passed
tests.test_browser_auth,test_legacy_bootstrap_alias_works,0.512,passed
tests.test_browser_auth,test_dns_rebinding_host_rejected,0.515,passed
tests.test_browser_auth,test_cross_origin_rejected_even_with_cookie,0.516,passed
tests.test_browser_auth,test_local_secret_header_authenticates,0.516,passed
tests.test_browser_auth,test_secret_file_permissions_and_cleanup,0.514,passed
tests.test_browser_auth,test_relaunch_handoff_issues_fresh_one_time_nonce,0.518,passed
tests.test_browser_auth,test_relaunch_rejects_wrong_secret,0.505,passed
tests.test_browser_auth,test_relaunch_nonce_does_not_kill_existing_session,0.509,passed
tests.test_browser_auth,test_session_ping,0.512,passed
tests.test_browser_auth,test_no_state_means_no_enforcement_and_no_session_endpoints,0.006,passed
tests.test_browser_auth,test_session_client_tolerates_missing_or_garbage_file,0.003,passed
tests.test_browser_auth,test_the_public_path_list_itself_is_pinned,0.001,passed
tests.test_browser_auth,test_every_registered_route_denies_without_session,0.563,passed
tests.test_browser_auth,test_the_unauthenticated_probe_does_not_follow_redirects,0.003,passed
tests.test_build_watchdog,test_output_resets_the_silence_clock,0.310,passed
tests.test_build_watchdog,test_silence_ends_it,0.161,passed
tests.test_build_watchdog,test_the_hard_ceiling_still_catches_a_printing_loop,0.303,passed
tests.test_build_watchdog,test_without_a_watchdog_the_behaviour_is_the_old_flat_one,0.204,passed
tests.test_build_watchdog,test_the_watchdog_can_see_the_real_log,0.007,passed
tests.test_build_watchdog,test_a_symlinked_cache_root_still_resolves,0.003,passed
tests.test_build_watchdog,test_only_build_gets_the_watchdog,0.003,passed
tests.test_build_watchdog,test_the_two_timeout_messages_say_different_things,0.002,passed
tests.test_build_watchdog,test_nobody_has_to_classify_the_script_any_more,0.002,passed
tests.test_build_watchdog,test_workerd_gets_the_same_predicate,0.002,passed
tests.test_build_watchdog,test_the_supervisor_request_carries_the_idle_field,0.001,passed
tests.test_ci_baseline,test_load_pages_reads_concatenated_objects_and_merged_arrays,0.001,passed
tests.test_ci_baseline,test_load_pages_rejects_empty_or_broken_output[],0.001,passed
tests.test_ci_baseline,test_load_pages_rejects_empty_or_broken_output[   \n],0.001,passed
tests.test_ci_baseline,"test_load_pages_rejects_empty_or_broken_output[{""a"": 1}\n{not json]",0.001,passed
tests.test_ci_baseline,test_jobs_from_pages_flattens_two_pages_and_checks_total_count,0.001,passed
tests.test_ci_baseline,test_jobs_from_pages_rejects_a_missing_page,0.001,passed
tests.test_ci_baseline,test_jobs_from_pages_rejects_an_empty_set,0.002,passed
tests.test_ci_baseline,test_jobs_from_pages_filters_by_attempt,0.001,passed
tests.test_ci_baseline,test_display_names_map_back_to_workflow_job_ids,0.003,passed
tests.test_ci_baseline,test_the_real_ci_yml_yields_the_two_gates_and_their_closed_sets,0.003,passed
tests.test_ci_baseline,test_sharded_display_names_map_back_to_the_job_id,0.001,passed
tests.test_ci_baseline,test_the_snapshot_is_the_workflow_the_fixture_runs_executed_under,0.004,passed
tests.test_ci_baseline,test_extract_rejects_a_block_needs_that_the_parser_cannot_read,0.001,passed
tests.test_ci_baseline,test_dependency_wait_and_runner_wait_are_different_axes,0.005,passed
tests.test_ci_baseline,test_feedback_qualification_and_critical_path,0.003,passed
tests.test_ci_baseline,test_qualification_never_uses_updated_at,0.003,passed
tests.test_ci_baseline,test_model_moves_heavy_jobs_to_start_after_frontend,0.002,passed
tests.test_ci_baseline,test_second_attempt_marks_copied_jobs_as_carried_over,0.002,passed
tests.test_ci_baseline,test_never_started_jobs_do_not_get_an_execution_time,0.002,passed
tests.test_ci_baseline,test_a_job_with_a_foreign_sha_is_refused,0.001,passed
tests.test_ci_baseline,test_a_completed_job_without_completed_at_is_refused,0.002,passed
tests.test_ci_baseline,test_every_edge_must_be_classified,0.001,passed
tests.test_ci_baseline,test_analyze_cli_refuses_an_empty_evidence_dir,0.004,passed
tests.test_ci_baseline,test_analyze_cli_writes_a_report_for_the_fixture,0.006,passed
tests.test_ci_qualification.TestVisualManifest,test_manifest_parses_and_covers_real_corpus,0.001,passed
tests.test_ci_qualification.TestVisualManifest,test_registry_stems_match_manifest,0.001,passed
tests.test_ci_qualification.TestVisualManifest,test_every_visual_exception_states_a_reason,0.002,passed
tests.test_ci_qualification.TestVisualManifest,test_render_width_is_a_real_bucket,0.001,passed
tests.test_ci_qualification.TestVisualManifest,test_tolerance_merge_keeps_case_override,0.001,passed
tests.test_ci_qualification.TestVisualComparison,test_identical_images_pass,0.004,passed
tests.test_ci_qualification.TestVisualComparison,test_antialias_noise_does_not_trip,0.002,passed
tests.test_ci_qualification.TestVisualComparison,test_moved_element_is_caught,0.002,passed
tests.test_ci_qualification.TestVisualComparison,test_colour_shift_is_caught,0.002,passed
tests.test_ci_qualification.TestVisualComparison,test_size_mismatch_is_a_regression_not_a_crash,0.002,passed
tests.test_ci_qualification.TestVisualComparison,test_diff_image_is_written_on_change,0.002,passed
tests.test_ci_qualification.TestVisualBaselinePolicy,test_update_baselines_is_refused_in_ci,0.001,passed
tests.test_ci_qualification.TestVisualBaselinePolicy,test_baseline_dir_lives_in_repo_not_state_root,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_regression_beyond_threshold_is_flagged,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_noise_below_threshold_passes,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_improvement_is_reported_not_punished,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_new_metric_does_not_fail_the_build,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_missing_baseline_is_not_a_pass_disguised_as_comparison,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_save_baseline_is_atomic_and_keeps_previous,0.002,passed
tests.test_ci_qualification.TestBenchmarkGate,test_baseline_records_metadata_that_makes_it_comparable,0.376,passed
tests.test_ci_qualification.TestBenchmarkGate,test_contaminated_environment_is_detected,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_load_is_judged_per_cpu_not_absolute,0.001,passed
tests.test_ci_qualification.TestBenchmarkGate,test_extract_metrics_skips_warm_cold_and_failed_exports,0.001,passed
