classname,name,time_seconds,outcome
tests.test_codex_plugin,test_skill_files_issues_only_with_consent,0.001,passed
tests.test_codex_plugin,test_skill_scripts_are_stdlib_only_and_parse,0.007,passed
tests.test_codex_plugin,test_handoff_script_reads_the_parameterizable_verdict,0.001,passed
tests.test_codex_plugin,test_handoff_succeeds_when_the_figure_is_parameterizable,1.834,passed
tests.test_codex_plugin,test_script_env_is_headless_with_a_stable_mpl_cache,0.003,passed
tests.test_codex_plugin,test_script_env_never_overrides_the_users_choice,0.002,passed
tests.test_codex_plugin,test_handoff_probes_before_running_a_script,1.543,passed
tests.test_codex_plugin,test_handoff_fails_loudly_when_the_figure_has_no_script,1.350,passed
tests.test_codex_plugin,test_handoff_reports_tavotto_open_failure,1.355,passed
tests.test_codex_plugin,test_handoff_rejects_missing_path,1.114,passed
tests.test_codex_plugin,test_plugin_is_excluded_from_the_python_package,0.004,passed
tests.test_codex_plugin,test_desktop_only_install_is_discovered,0.000,skipped
tests.test_codex_plugin,test_desktop_installed_but_without_cli_is_its_own_error,0.000,skipped
tests.test_codex_plugin,test_manifest_discovery_survives_spaces_and_chinese,1.620,passed
tests.test_codex_plugin,test_explicit_env_override_still_wins,1.351,passed
tests.test_codex_plugin,test_path_cli_still_wins_over_the_install,1.327,passed
tests.test_codex_plugin,test_nothing_installed_reports_tavotto_missing,0.000,skipped
tests.test_codex_plugin,test_no_launch_reaches_the_bridge,1.374,passed
tests.test_codex_plugin,test_open_error_code_is_passed_through,1.384,passed
tests.test_codex_plugin,test_unrunnable_cli_is_not_reported_as_missing,1.284,passed
tests.test_codex_plugin,test_open_failure_without_a_code_still_has_one,1.393,passed
tests.test_codex_plugin,test_skill_documents_every_error_code_it_can_emit,0.002,passed
tests.test_codex_plugin,test_plugin_consults_the_registry_like_the_engine_locator,0.002,passed
tests.test_codex_plugin,test_every_failure_payload_carries_an_error_code,0.006,passed
tests.test_codex_plugin,test_real_cli_handoff_end_to_end,1.207,passed
tests.test_codex_plugin,test_plugin_manifest_matches_what_the_plugin_reads,0.006,passed
tests.test_codex_plugin,test_plugin_manifest_refuses_a_tag_that_disagrees,0.003,passed
tests.test_codex_plugin,test_plugin_manifest_min_tavotto_version_is_real,0.003,passed
tests.test_codex_plugin,test_min_tavotto_version_is_reestimated_when_the_bridge_imports_change,0.017,passed
tests.test_codex_plugin,test_plugin_zip_contains_the_skill,0.040,passed
tests.test_codex_plugin,test_release_workflow_publishes_the_plugin_channel,0.002,passed
tests.test_codex_plugin,test_manifest_declares_the_mcp_server,0.001,passed
tests.test_codex_plugin,test_mcp_json_shape_matches_what_codex_reads,0.001,passed
tests.test_codex_plugin,test_launcher_is_stdlib_only_and_parses,0.005,passed
tests.test_codex_plugin,test_launcher_degrades_instead_of_dying_without_tavotto,0.001,passed
tests.test_codex_plugin,test_launcher_reuses_the_plugin_locator_instead_of_a_third_copy,0.001,passed
tests.test_codex_plugin,test_launcher_tells_desktop_only_users_the_truth,0.001,passed
tests.test_codex_plugin,test_launcher_only_takes_interpreters_it_can_actually_use,0.001,passed
tests.test_codex_plugin,test_the_plugin_is_not_shipped_in_the_wheel,0.001,passed
tests.test_codex_plugin,test_plugin_zip_refuses_to_ship_without_the_widget,0.015,passed
tests.test_codex_plugin,test_widget_artifact_is_not_tracked_and_is_ignored,0.026,passed
tests.test_codex_plugin,test_prefs_roundtrip_and_key_closure,0.002,passed
tests.test_codex_plugin,test_prefs_read_never_raises_on_garbage,0.002,passed
tests.test_codex_plugin,test_prefs_cli_writes_only_into_the_config_dir,0.049,passed
tests.test_codex_plugin,test_prefs_cli_rejects_unknown_keys,0.048,passed
tests.test_codex_plugin,test_readme_first_use_entry_says_no_clone_no_build,0.002,passed
tests.test_codex_plugin,test_readme_install_is_two_codex_commands_plus_engine_plus_new_session,0.001,passed
tests.test_codex_plugin,test_readme_names_the_surfaces_that_do_not_load_local_plugins,0.001,passed
tests.test_codex_plugin,test_plugin_readme_uses_the_same_install_shape,0.001,passed
tests.test_codex_plugin,test_openai_yaml_declares_the_mcp_dependency,0.001,passed
tests.test_codex_plugin,test_first_use_scenarios_are_anchored_in_the_docs,0.004,passed
tests.test_codex_plugin,test_real_codex_installs_the_plugin_from_a_local_marketplace,0.163,passed
tests.test_codex_plugin,test_real_codex_sparse_install_from_github,0.000,skipped
tests.test_codex_plugin,test_readme_desktop_only_route_never_advertises_a_bare_tavotto_command,0.001,passed
tests.test_codex_plugin,test_shipped_skill_docs_never_reference_repo_relative_docs,0.001,passed
tests.test_codex_plugin,test_skill_routes_existing_figure_normalization_to_the_transaction_tool,0.001,passed
tests.test_codex_plugin,test_skill_forbids_every_bypass_around_the_protected_edit_path,0.001,passed
tests.test_codex_plugin,test_skill_decides_completion_by_the_verdict_not_by_the_tool_call,0.001,passed
tests.test_codex_plugin,test_compatibility_reference_documents_the_contract_tables,0.001,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_desktop_captures_a_figure_that_was_never_saved,0.401,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_desktop_marks_it_as_having_no_original_artifact,0.401,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_browser_captures_the_same_figure,0.256,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_both_entry_points_agree,0.656,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_savefig_captured_stems_are_not_marked_pyplot,0.347,passed
tests.test_compat_capture_parity.TestNoSavefigCapture,test_pure_oo_script_gets_no_extra_figure,0.346,passed
tests.test_compat_capture_parity.TestFallbackStems,test_desktop_fallback_stems_are_deterministic,0.445,passed
tests.test_compat_capture_parity.TestFallbackStems,test_browser_fallback_stems_match,0.277,passed
tests.test_compat_capture_parity.TestFallbackStems,test_numbering_follows_capture_order_not_figure_numbers,0.442,passed
tests.test_compat_capture_parity.TestFallbackStems,test_stems_are_stable_across_runs,0.889,passed
tests.test_compat_capture_parity.TestFallbackStems,test_savefig_stems_win_and_fallback_fills_the_rest,0.384,passed
tests.test_compat_capture_parity.TestRelativeFileIO,test_builtin_open_resolves_next_to_the_script,0.383,passed
tests.test_compat_capture_parity.TestRelativeFileIO,test_pathlib_read_text_resolves_too,0.370,passed
tests.test_compat_capture_parity.TestRelativeFileIO,test_relative_write_still_lands_in_the_sandbox,0.370,passed
tests.test_compat_capture_parity.TestRelativeFileIO,test_sandbox_copy_wins_over_the_script_directory,0.365,passed
tests.test_compat_capture_parity.TestRelativeFileIO,test_reads_outside_the_project_are_not_redirected,0.369,passed
tests.test_compat_capture_parity.TestNoFakeWriteBackTarget,test_panel_scan_only_lists_real_files,0.004,passed
tests.test_compat_capture_parity.TestNoFakeWriteBackTarget,test_write_back_target_must_exist_on_disk,0.002,passed
tests.test_compat_capture_parity.TestEntrySemanticsDifferBySide,test_desktop_runs_the_registered_entry,0.368,passed
tests.test_compat_capture_parity.TestEntrySemanticsDifferBySide,test_browser_captures_nothing_and_says_so,0.226,passed
tests.test_compat_capture_parity.TestEntrySemanticsDifferBySide,test_a_guarded_script_works_on_both_sides,0.626,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_show_only_descriptors_are_identical_on_both_sides,0.655,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_multi_figure_descriptor_order_is_stable_and_identical,1.166,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_crlf_checkout_matches_the_editor_source,0.656,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_savefig_descriptor_without_an_artifact_on_disk,0.352,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_savefig_descriptor_with_the_artifact_on_disk,0.357,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_a_coincidental_file_does_not_make_a_pyplot_figure_writable,0.402,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_asset_id_and_fingerprint_are_stable_across_project_paths,0.800,passed
tests.test_compat_capture_parity.TestDescriptorParity,test_the_legacy_envelope_is_untouched,0.399,passed
tests.test_compat_capture_parity.TestProbeReturnsDescriptors,test_probe_carries_capture_source_and_size,0.400,passed
tests.test_compat_capture_parity.TestProbeReturnsDescriptors,test_probe_and_register_passes_descriptors_through,0.400,passed
tests.test_compat_capture_parity.TestProbeReturnsDescriptors,test_probe_failure_keeps_the_shape,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_absolute_path_into_sandbox_is_redirected,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_absolute_path_outside_sandbox_is_never_redirected,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_absolute_write_into_sandbox_still_lands_in_the_sandbox,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_existing_sandbox_file_wins_over_the_project_copy,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_chdir_then_write_then_read_keeps_the_scripts_own_copy,0.002,passed
tests.test_compat_capture_parity.TestAbsolutizedRelativeRead,test_chdir_then_read_a_file_only_the_project_has,0.002,passed
tests.test_compat_manifest.TestManifestShape,test_the_real_manifest_loads_and_validates,0.007,passed
tests.test_compat_manifest.TestManifestShape,test_every_script_and_asset_actually_exists,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_duplicate_case_id_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_missing_script_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_unknown_tier_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_unknown_classification_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_unknown_stage_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_unknown_discovery_mode_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_too_many_mutation_targets_is_rejected,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_native_eligible_needs_a_self_executing_script,0.001,passed
tests.test_compat_manifest.TestManifestShape,test_a_guarded_main_counts_as_self_executing,0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_every_non_full_classification_needs_a_reason[partial_support],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_every_non_full_classification_needs_a_reason[unsupported_by_design],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_every_non_full_classification_needs_a_reason[environment_dependency],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_every_non_full_classification_needs_a_reason[product_bug],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_every_non_full_classification_needs_a_reason[invalid_fixture],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_blank_reason_does_not_count,0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_product_bug_additionally_needs_a_follow_up,0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_tier1_may_not_declare_a_product_bug,0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_declaring_a_stage_false_needs_a_reason,0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_execute_capture_open_can_never_be_declared_false[execute],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_execute_capture_open_can_never_be_declared_false[capture],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_execute_capture_open_can_never_be_declared_false[open],0.001,passed
tests.test_compat_manifest.TestExceptionsNeedReasons,test_real_manifest_exceptions_all_carry_reasons,0.001,passed
tests.test_compat_manifest.TestCoverage,test_smoke_subset_is_not_empty_and_is_pr_sized,0.001,passed
tests.test_compat_manifest.TestCoverage,test_smoke_covers_every_tier1_category,0.001,passed
tests.test_compat_manifest.TestCoverage,test_required_tier1_dimensions_exist,0.001,passed
tests.test_compat_manifest.TestCoverage,test_browser_subset_is_not_empty,0.001,passed
tests.test_compat_manifest.TestCoverage,test_browser_subset_only_holds_scripts_the_playground_can_run,0.001,passed
tests.test_compat_manifest.TestCoverage,test_browser_subset_covers_the_no_savefig_shape,0.001,passed
tests.test_compat_manifest.TestCoverage,test_every_category_is_represented,0.001,passed
tests.test_compat_manifest.TestCoverage,test_metamorphic_families_have_several_variants,0.001,passed
tests.test_compat_manifest.TestCoverage,test_no_case_is_a_pure_duplicate,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_matrix_loads,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_every_source_points_at_a_real_lock_file,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_versions_are_read_from_the_lock_not_copied,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_bundled_target_resolves_to_the_runtime_lock,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_browser_target_resolves_to_the_playground_lock,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_minimum_target_pins_an_exact_version,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_a_required_target_without_versions_is_rejected,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_a_matrix_that_requires_nothing_is_rejected,0.001,passed
tests.test_compat_manifest.TestVersionMatrix,test_minimum_target_matches_what_the_package_claims,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_missing_baseline_is_a_failure_not_an_empty_baseline,0.002,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_baseline_entry_without_reason_is_rejected,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_baseline_product_bug_without_follow_up_is_rejected,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_baseline_may_not_carry_timestamps,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_baseline_payload_is_deterministic,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_baseline_payload_keeps_stage_order_stable,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_diff_reports_new_missing_and_changed,0.001,passed
tests.test_compat_manifest.TestBaselineDiscipline,test_committed_baseline_is_valid_and_covers_the_corpus,0.001,passed
tests.test_compat_manifest.TestCiWiring,test_pr_ci_runs_the_smoke_subset,0.002,passed
tests.test_compat_manifest.TestCiWiring,test_pr_ci_pins_the_scientific_stack_from_the_lock,0.001,passed
tests.test_compat_manifest.TestCiWiring,test_qualification_runs_compat_at_every_depth,0.001,passed
tests.test_compat_manifest.TestCiWiring,test_release_gate_uses_the_strictest_setting,0.001,passed
tests.test_compat_manifest.TestCiWiring,test_nightly_runs_the_version_matrix,0.001,passed
tests.test_compat_manifest.TestCiWiring,test_ci_never_passes_update_baseline,0.002,passed
tests.test_compat_manifest.TestReasonsAreReviewable,test_no_reason_points_at_another_entry,0.001,passed
tests.test_compat_manifest.TestReasonsAreReviewable,test_baseline_stays_small_enough_to_read,0.001,passed
tests.test_compat_manifest.TestReasonsAreReviewable,test_baseline_records_the_environment_it_was_taken_on,0.001,passed
tests.test_compat_manifest.TestReasonsAreReviewable,test_baseline_target_is_the_one_users_get,0.001,passed
tests.test_compat_manifest,test_no_case_asserts_a_limitation_that_no_longer_exists,0.002,passed
tests.test_compat_manifest,test_child_axes_cases_assert_on_the_child_itself,0.001,passed
tests.test_compat_manifest,test_fallback_only_cases_are_not_claimed_as_full_support,0.036,passed
tests.test_compat_runner.TestClassification,test_all_green_is_full_support,0.001,passed
tests.test_compat_runner.TestClassification,test_an_undeclared_failure_is_a_product_bug,0.001,passed
tests.test_compat_runner.TestClassification,test_a_declared_boundary_must_name_the_stage_it_gives_up,0.001,passed
tests.test_compat_runner.TestClassification,test_a_boundary_declared_down_to_the_stage_is_honoured,0.001,passed
tests.test_compat_runner.TestClassification,test_by_design_and_partial_are_different_answers,0.001,passed
tests.test_compat_runner.TestClassification,test_declared_environment_dependency_absorbs_real_failures,0.001,passed
tests.test_compat_runner.TestClassification,test_expected_false_stage_is_a_declared_boundary,0.001,passed
tests.test_compat_runner.TestClassification,test_declared_partial_stays_partial_even_when_everything_passes,0.001,passed
tests.test_compat_runner.TestClassification,test_product_bug_is_pinned_to_the_first_failing_stage,0.001,passed
tests.test_compat_runner.TestGate,test_tier1_failure_fails_every_gate,0.001,passed
tests.test_compat_runner.TestGate,test_a_new_product_bug_always_fails,0.001,passed
tests.test_compat_runner.TestGate,test_a_baseline_known_bug_passes_pr_but_not_release,0.001,passed
tests.test_compat_runner.TestGate,test_regressing_against_the_baseline_fails,0.001,passed
tests.test_compat_runner.TestGate,test_improving_against_the_baseline_passes,0.001,passed
tests.test_compat_runner.TestGate,test_gates_get_progressively_stricter,0.001,passed
tests.test_compat_runner.TestReport,test_cases_are_sorted_by_id,0.401,passed
tests.test_compat_runner.TestReport,test_report_json_is_deterministic,0.537,passed
tests.test_compat_runner.TestReport,test_funnel_denominator_only_counts_cases_that_got_there,0.001,passed
tests.test_compat_runner.TestReport,test_summary_shows_the_whole_funnel_not_one_percentage,0.270,passed
tests.test_compat_runner.TestReport,test_summary_calls_out_product_bugs_loudly,0.271,passed
tests.test_compat_runner.TestReport,test_artist_census_ranks_the_biggest_gaps_first,0.001,passed
tests.test_compat_runner.TestReport,test_fidelity_tolerance_is_a_reviewable_constant,0.001,passed
tests.test_compat_runner.TestReport,test_pixel_comparator_has_exactly_one_implementation,0.002,passed
tests.test_compat_runner.TestCli,test_help_works,0.040,passed
tests.test_compat_runner.TestCli,test_list_does_not_render_anything,0.042,passed
tests.test_compat_runner.TestCli,test_ci_may_not_update_the_baseline,0.039,passed
tests.test_compat_runner.TestCli,test_unknown_case_id_is_an_error_not_an_empty_run,0.042,passed
tests.test_compat_runner.TestCli,test_unknown_target_is_an_error,0.043,passed
tests.test_compat_runner.TestCli,test_driver_help_works,0.030,passed
tests.test_compat_runner,test_compat_corpus_is_separate_from_the_acceptance_corpus,0.005,passed
tests.test_compat_runner,test_summarize_surfaces_compat_and_never_hides_product_bugs,0.001,passed
tests.test_compat_runner,test_target_version_mismatch_refuses_to_produce_a_report,0.001,passed
tests.test_compat_runner,test_missing_optional_package_is_not_a_version_mismatch,0.001,passed
tests.test_compat_runner,test_worker_python_override_is_actually_applied,0.108,passed
tests.test_compat_runner,test_worker_python_override_refuses_when_the_pool_disagrees,0.001,passed
tests.test_compat_runner,test_environment_dependency_says_whether_the_dep_was_present,0.001,passed
tests.test_compat_runner,test_environment_dependency_only_absorbs_a_missing_dependency,0.001,passed
tests.test_compat_runner,test_both_clis_pin_utf8_streams,0.001,passed
tests.test_compat_runner,test_replay_stage_also_compares_property_values,0.001,passed
tests.test_compat_runner,test_prop_diff_uses_the_same_tolerance_as_the_edit_stage,0.001,passed
tests.test_compat_runner,test_target_python_version_is_checked_too,0.001,passed
tests.test_compat_runner,test_minimum_target_pins_the_python_the_package_claims,0.001,passed
tests.test_compat_runner.TestParityGate,test_divergence_fails_every_gate[main],0.001,passed
tests.test_compat_runner.TestParityGate,test_divergence_fails_every_gate[nightly],0.001,passed
tests.test_compat_runner.TestParityGate,test_divergence_fails_every_gate[pr],0.001,passed
tests.test_compat_runner.TestParityGate,test_divergence_fails_every_gate[release],0.001,passed
tests.test_compat_runner.TestParityGate,test_agreement_passes,0.001,passed
tests.test_compat_runner.TestParityGate,test_cases_without_parity_data_are_not_penalised,0.001,passed
tests.test_compat_runner,test_browser_verdict_compares_editable_sets,0.001,passed
tests.test_compat_runner,test_browser_verdict_compares_capture_counts,0.001,passed
tests.test_compat_runner,test_browser_verdict_flags_extra_figures_too,0.001,passed
tests.test_compat_runner,test_browser_verdict_without_desktop_capture_detail_is_not_penalised,0.001,passed
tests.test_compose_annotations,test_triangle_diamond_polygon_are_vector_paths,0.006,passed
tests.test_compose_annotations,test_brace_has_curves,0.004,passed
tests.test_compose_annotations,test_rounded_rect_and_fill_opacity,0.003,passed
tests.test_compose_annotations,test_dashed_stroke,0.003,passed
tests.test_compose_annotations,test_rotated_rect_geometry,0.003,passed
tests.test_compose_annotations,test_line_draws_between_endpoints,0.003,passed
tests.test_compose_annotations,test_line_endpoints_follow_drag_direction,0.003,passed
tests.test_compose_annotations,test_line_without_endpoints_is_bbox_midline,0.003,passed
tests.test_compose_annotations,test_arrow_head_types,0.003,passed
tests.test_compose_annotations,test_arrow_legacy_head_still_triangle,0.003,passed
tests.test_compose_annotations,test_text_underline_and_bg,0.007,passed
tests.test_compose_annotations,test_text_line_height,0.009,passed
tests.test_compose_annotations,test_rotated_text_stays_selectable,0.005,passed
tests.test_compose_annotations,test_rotated_text_direction_is_css_clockwise,0.009,passed
tests.test_compose_annotations,test_shape_and_text_co_rotate_clockwise,0.010,passed
tests.test_compose_annotations,test_rotated_arrow_head_is_css_clockwise,0.005,passed
tests.test_compose_annotations,test_rotated_underline_follows_text_clockwise,0.010,passed
tests.test_compose_annotations,test_rotated_text_background_co_rotates_with_glyphs,0.009,passed
tests.test_dependency_repair_e2e,test_golden_path_install_into_the_project_venv,4.513,passed
tests.test_dependency_repair_e2e,test_the_sandbox_is_unchanged_after_a_repair,3.871,passed
tests.test_dependency_repair_e2e,test_pip_success_alone_is_not_success,2.872,passed
tests.test_dependency_repair_e2e,test_a_package_that_does_not_exist_is_reported_as_such,2.871,passed
tests.test_dependency_repair_e2e,test_managed_environment_end_to_end,3.510,passed
tests.test_dependency_repair_e2e,test_managed_environments_do_not_leak_across_projects,2.264,passed
tests.test_dependency_repair_e2e,test_managed_environment_can_be_rebuilt,4.176,passed
tests.test_dependency_repair_e2e,test_cancelling_leaves_the_managed_environment_marked_incomplete,1.536,passed
tests.test_dependency_repair_e2e,test_the_old_worker_is_gone_and_the_new_one_uses_the_new_interpreter,3.896,passed
tests.test_dependency_repair_e2e,test_diagnostics_explain_the_repair_without_leaking_paths,2.796,passed
tests.test_desktop_close_guard,test_the_close_event_name_is_one_string_on_both_sides,0.003,passed
tests.test_desktop_close_guard,test_the_decision_vocabulary_is_the_same_closed_set_on_both_sides,0.001,passed
tests.test_desktop_close_guard,test_the_close_guard_commands_are_declared_in_all_three_places[arm_close_guard],0.002,passed
tests.test_desktop_close_guard,test_the_close_guard_commands_are_declared_in_all_three_places[resolve_close_request],0.002,passed
tests.test_desktop_close_guard,test_only_one_place_in_the_shell_can_stop_a_window_from_closing,0.001,passed
tests.test_desktop_close_guard,test_the_close_guard_reuses_the_one_unsaved_predicate,0.002,passed
tests.test_desktop_codex_button,test_every_tauri_command_is_declared_in_all_three_places,0.001,passed
tests.test_desktop_codex_button,test_the_codex_button_has_a_command_at_all,0.001,passed
tests.test_desktop_codex_button,test_the_button_spawns_the_engine_cli_with_json,0.001,passed
tests.test_desktop_codex_button,test_the_action_is_a_closed_set,0.001,passed
tests.test_desktop_codex_button,test_install_step_literals_live_only_in_the_engine,0.108,passed
tests.test_desktop_codex_button,test_no_one_assembles_a_codex_install_command_line,0.031,passed
tests.test_desktop_codex_button,test_every_engine_error_code_has_text[zh-CN],0.003,passed
tests.test_desktop_codex_button,test_every_engine_error_code_has_text[en-US],0.001,passed
tests.test_desktop_codex_button,test_apply_gated_codes_have_a_doctor_specific_sentence[zh-CN],0.002,passed
tests.test_desktop_codex_button,test_apply_gated_codes_have_a_doctor_specific_sentence[en-US],0.002,passed
tests.test_desktop_codex_button,test_the_wording_is_chosen_by_the_action,0.001,passed
tests.test_desktop_codex_button,test_every_engine_step_has_a_label[zh-CN],0.001,passed
tests.test_desktop_codex_button,test_every_engine_step_has_a_label[en-US],0.001,passed
tests.test_desktop_codex_button,test_the_missing_codex_reason_carries_the_searched_locations,0.001,passed
tests.test_desktop_launch,test_bundle_root_shapes,0.001,passed
tests.test_desktop_launch,test_spawn_launch_stays_alive_is_ready,0.001,passed
tests.test_desktop_launch,test_spawn_launch_immediate_sigabrt_is_launch_failed,0.001,passed
tests.test_desktop_launch,test_spawn_launch_nonzero_exit_is_launch_failed,0.001,passed
tests.test_desktop_launch,test_spawn_launch_clean_exit_means_forwarded,0.001,passed
tests.test_desktop_launch,test_open_launch_waits_for_the_process,0.001,passed
tests.test_desktop_launch,test_open_launch_forwarding_to_running_instance,0.001,passed
tests.test_desktop_launch,test_open_launch_crash_after_appearing_is_launch_failed,0.001,passed
tests.test_desktop_launch,test_open_launch_never_appearing_is_a_timeout,0.001,passed
tests.test_desktop_launch,test_open_launch_rejected_by_launchservices,0.001,passed
tests.test_desktop_launch,test_open_launch_without_process_table_is_honest,0.001,passed
tests.test_desktop_launch,test_launch_routes_macos_bundle_to_launchservices,0.001,passed
tests.test_desktop_launch,test_launch_routes_windows_to_spawn,0.001,passed
tests.test_desktop_launch,test_launch_failure_json_carries_the_details,0.002,passed
tests.test_desktop_launch,test_sidecar_log_path_per_platform,0.001,passed
tests.test_e2e_leg_topology,test_the_skip_premise_still_holds,0.001,passed
tests.test_e2e_leg_topology.TestLegTopology,test_every_invocation_belongs_to_a_declared_leg,0.004,passed
tests.test_e2e_leg_topology.TestLegTopology,test_each_declared_leg_exists_and_runs_e2e,0.002,passed
tests.test_e2e_leg_topology.TestLegTopology,test_both_platform_classes_are_covered,0.001,passed
tests.test_e2e_leg_topology.TestPlatformSkipsHaveALegThatRunsThem,test_the_enumeration_still_matches_the_specs,0.006,passed
tests.test_e2e_leg_topology.TestPlatformSkipsHaveALegThatRunsThem,test_each_skip_has_a_leg_that_runs_it,0.001,passed
tests.test_engine_invalidate,test_disk_panel_invalidates_its_script_session_without_spawning,0.005,passed
tests.test_engine_invalidate,test_unregistered_panel_is_404_and_touches_nothing,0.004,passed
tests.test_engine_invalidate,test_native_session_is_not_killed_and_says_so,0.004,passed
tests.test_engine_invalidate,test_safe_runtime_panel_invalidates_by_its_script,0.004,passed
tests.test_epsfile,test_hires_bounding_box_wins_over_the_integer_one,0.002,passed
tests.test_epsfile,test_integer_bounding_box_alone_is_enough,0.002,passed
tests.test_epsfile,test_atend_bounding_box_is_read_from_the_trailer,0.002,passed
tests.test_epsfile,test_not_an_eps_gives_none_not_a_guess,0.002,passed
tests.test_epsfile,test_degenerate_box_is_none,0.002,passed
tests.test_export_endpoint,test_export_panel_flip_h,0.021,passed
tests.test_export_endpoint,test_export_panel_flip_v_keeps_horizontal,0.016,passed
tests.test_export_endpoint,test_export_vector_text_and_page_size,0.135,passed
tests.test_export_endpoint,test_export_italic_text_embeds_italic_font,0.007,passed
tests.test_export_endpoint,test_export_skips_hidden_objects,0.005,passed
tests.test_export_endpoint,test_export_legacy_items_texts_contract,0.005,passed
tests.test_export_endpoint,test_export_shape_and_arrow_draw_vector_paths,0.004,passed
tests.test_export_endpoint,test_export_stem_sanitized,0.003,passed
tests.test_export_endpoint,test_successful_export_captures_exactly_one_event,0.005,passed
tests.test_export_endpoint,test_export_event_carries_only_shape_not_content,0.034,passed
tests.test_export_endpoint,test_export_event_counts_only_visible_panels,0.007,passed
tests.test_export_endpoint,test_failed_export_captures_nothing,0.003,passed
tests.test_export_endpoint,test_export_succeeds_even_when_telemetry_transport_fails,0.005,passed
tests.test_export_endpoint,test_export_captures_nothing_without_consent,0.004,passed
tests.test_export_endpoint,test_export_panel_rotation_is_css_clockwise,0.065,passed
tests.test_export_request,test_golden_vectors_match_this_implementation,0.035,passed
tests.test_export_request,test_golden_vectors_are_asserted_on_the_typescript_side_too,0.001,passed
tests.test_export_request,test_golden_vectors_cover_every_rule,0.001,passed
tests.test_export_request,test_edge_whitespace_is_not_the_language_builtin,0.001,passed
tests.test_export_request,test_ppi_is_none_when_no_raster_format,0.001,passed
tests.test_export_request,test_format_order_is_stable_not_click_order,0.001,passed
tests.test_export_request,test_tiff_is_raster_and_eps_is_vector_for_the_ppi_rule,0.001,passed
tests.test_export_request,test_tif_alias_typed_by_the_user_is_stripped_too,0.001,passed
tests.test_export_request,test_bad_requests_fail_before_touching_the_disk[spec0-no_format],0.001,passed
tests.test_export_request,test_bad_requests_fail_before_touching_the_disk[spec1-unsupported_format],0.001,passed
tests.test_export_request,test_bad_requests_fail_before_touching_the_disk[spec2-unsupported_format],0.001,passed
