classname,name,time_seconds,outcome
tests.test_invariants_engine,test_patch_order_does_not_change_the_result[D-stem-linewidth],0.144,passed
tests.test_invariants_engine,test_patch_order_does_not_change_the_result[D-bars],0.137,passed
tests.test_invariants_engine,test_no_artist_vanishes_between_elements_and_unsupported,0.597,passed
tests.test_invariants_engine,test_the_churn_exemption_stays_small_and_named,0.001,passed
tests.test_invariants_engine,test_unsupported_says_what_and_why,0.001,passed
tests.test_invariants_engine,test_colorbars_on_child_axes_are_recognised,0.001,passed
tests.test_invariants_engine,test_family_classification_has_a_single_authority,0.001,passed
tests.test_invariants_engine,test_every_advertised_prop_has_a_handler,0.001,passed
tests.test_invariants_engine,test_the_faces_table_holds_in_both_directions,0.001,passed
tests.test_invariants_engine,test_the_mesh_stroke_style_table_still_holds,0.001,passed
tests.test_invariants_engine,test_alias_groups_are_self_consistent,0.228,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_license_file_is_agpl_v3,0.002,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_pyproject_declares_agpl_only,0.001,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_pyproject_ships_the_licence_file,0.001,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_rust_crates_declare_agpl_only[workerd/Cargo.toml],0.001,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_rust_crates_declare_agpl_only[src-tauri/Cargo.toml],0.001,passed
tests.test_legal_contribution_policy.TestPublicLicence,test_no_second_licence_file_at_root,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_links_both_agreements,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_says_contributor_keeps_copyright,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_states_the_community_licence,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_does_not_claim_dco_replaces_cla,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_requires_cla_for_pull_requests_not_issues,0.001,passed
tests.test_legal_contribution_policy.TestContributing,test_points_employer_owned_work_at_corporate_cla,0.001,passed
tests.test_legal_contribution_policy.TestReadmes,test_states_agpl_and_points_at_legal_docs[README.md],0.001,passed
tests.test_legal_contribution_policy.TestReadmes,test_states_agpl_and_points_at_legal_docs[README.zh-CN.md],0.001,passed
tests.test_legal_contribution_policy.TestReadmes,test_does_not_announce_a_product_that_does_not_exist[README.md],0.001,passed
tests.test_legal_contribution_policy.TestReadmes,test_does_not_announce_a_product_that_does_not_exist[README.zh-CN.md],0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_policy_file_exists_and_covers_the_basics,0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_no_registered_symbol[README.md],0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_no_registered_symbol[README.zh-CN.md],0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_no_registered_symbol[TRADEMARKS.md],0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_no_registered_symbol[CONTRIBUTING.md],0.001,passed
tests.test_legal_contribution_policy.TestTrademark,test_readme_trademark_wording_matches_policy,0.002,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_policy_shape_is_valid,0.002,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_recorded_hash_matches_the_document[individual],0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_recorded_hash_matches_the_document[corporate],0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_document_declares_the_same_version_as_the_policy[individual],0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_document_declares_the_same_version_as_the_policy[corporate],0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_versioning_history_lists_every_current_version,0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_repository_stores_no_signature_records,0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_provider_is_the_declared_authority,0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_draft_agreements_forbid_a_configured_provider,0.001,skipped
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_draft_versions_carry_the_configuration_marker,0.001,passed
tests.test_legal_contribution_policy.TestAgreementVersionBinding,test_exemptions_are_explicit_and_justified,0.001,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_permanent_relicensing_loss_claim[(?i)(permanently|irreversibl\\w*|forever)[^.\\n]{0,60}(relicens|re-licens|proprietary|commercial)]",0.007,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_permanent_relicensing_loss_claim[(?i)can\\s+never[^.\\n]{0,40}relicens]",0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_no_permanent_relicensing_loss_claim[(?i)(cannot|could)\\s+ever\\s+be\\s+relicens],0.003,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_permanent_relicensing_loss_claim[(?i)the\\s+window[^.\\n]{0,30}(can\\s+never|never)\\s+reopen]",0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_permanent_relicensing_loss_claim[\u6c38\u4e45(?:\u5730)?(?:\u5931\u53bb|\u4e27\u5931)[^\u3002\\n]{0,20}(?:\u518d)?\u6388\u6743]",0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_no_permanent_relicensing_loss_claim[(?:\u518d\u4e5f|\u6c38\u8fdc)(?:\u4e0d\u80fd|\u65e0\u6cd5)(?:\u518d)?\u6388\u6743],0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_no_company_required_precondition[(?i)must\\s+(?:first\\s+)?(?:form|incorporate|create|establish)\\s+a\\s+(?:compan|corporation|legal entity)],0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_company_required_precondition[(?i)(?:compan\\w+|corporation|legal entity)\\s+is\\s+required\\s+(?:before|for)[^.\\n]{0,40}CLA]",0.005,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_company_required_precondition[(?i)cannot\\s+be\\s+signed\\s+until[^.\\n]{0,40}(compan|corporation|entity)[^.\\n]{0,20}(exists|is formed)]",0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_company_required_precondition[(?i)without\\s+one,?\\s+the\\s+CLA\\s+cannot\\s+be\\s+executed]",0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,"test_no_company_required_precondition[\u5fc5\u987b(?:\u5148)?(?:\u6210\u7acb|\u6ce8\u518c)(?:\u516c\u53f8|\u6cd5\u4eba)[^\u3002\\n]{0,20}(?:\u624d\u80fd|\u65b9\u53ef)]",0.001,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_rights_holder_marker_is_defined_accurately,0.002,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_resolved_rights_holder_is_recorded_consistently,0.001,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_no_personal_postal_address_is_published,0.001,passed
tests.test_legal_contribution_policy.TestLegalWordingPrecision,test_draft_status_is_explained_by_the_marker_not_by_legal_form,0.001,passed
tests.test_legal_contribution_policy.TestAuditBaseline,test_initial_baseline_is_retained_as_history,0.001,passed
tests.test_legal_contribution_policy.TestAuditBaseline,test_current_baseline_has_moved_past_the_initial_one,0.001,passed
tests.test_legal_contribution_policy.TestAuditBaseline,test_current_baseline_is_a_real_commit_in_this_history,0.035,passed
tests.test_legal_contribution_policy.TestAuditBaseline,test_commit_counts_agree_with_the_audited_baseline,0.003,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_merge_group_is_success_not_skipped,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_unknown_event_is_a_config_error,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_exempt_contributor_passes_even_without_a_provider,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_unconfigured_provider_blocks_everyone_else,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_unconfigured_provider_failure_is_actionable,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_provider_success_qualifies_contributors,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_provider_failure_blocks,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_missing_provider_check_blocks_rather_than_guesses,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_incomplete_provider_check_blocks,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_no_contributors_collected_is_a_failure,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_unresolved_co_author_fails_rather_than_being_ignored,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_exemption_without_a_reason_is_rejected,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_bot_suffix_alone_does_not_grant_an_exemption,0.001,passed
tests.test_legal_contribution_policy.TestGateDecisions,test_repository_owner_is_not_dynamically_trusted,0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_same_named_actions_check_cannot_sign_for_the_pr,0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_impostor_does_not_crowd_out_the_real_provider,0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_impostor_cannot_override_a_failing_real_provider,0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_genuine_provider_still_passes,0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_half_a_matching_identity_is_not_enough[right-id-wrong-slug],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_half_a_matching_identity_is_not_enough[right-slug-wrong-id],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_half_a_matching_identity_is_not_enough[both-wrong],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_half_a_matching_identity_is_not_enough[no-app-at-all],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_policy_rejects_unusable_provider_identity[over0],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_policy_rejects_unusable_provider_identity[over1],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_policy_rejects_unusable_provider_identity[over2],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_policy_rejects_unusable_provider_identity[over3],0.001,passed
tests.test_legal_contribution_policy.TestProviderImpersonation,test_policy_rejects_unusable_provider_identity[over4],0.001,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_single_merged_array,0.002,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_concatenated_arrays,0.002,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_slurp_array_of_arrays,0.003,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_truncated_to_first_page_is_rejected,0.002,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_empty_payload_is_rejected,0.002,passed
tests.test_legal_contribution_policy.TestCommitPagination,test_malformed_payload_is_rejected,0.002,passed
tests.test_legal_contribution_policy.TestContributorCollection,test_collects_author_commit_authors_and_co_authors,0.001,passed
tests.test_legal_contribution_policy.TestContributorCollection,test_commit_author_without_a_linked_account_is_unresolved,0.001,passed
tests.test_legal_contribution_policy.TestContributorCollection,test_numeric_prefixed_noreply_resolves,0.001,passed
tests.test_legal_contribution_policy.TestContributorCollection,test_malformed_commits_payload_raises,0.001,passed
tests.test_legend_anchor,test_manifest_reports_the_anchor_as_a_point_in_container_fractions,0.532,passed
tests.test_legend_anchor,test_the_capability_sits_next_to_loc_because_they_are_one_control,0.028,passed
tests.test_legend_anchor,test_writing_an_anchor_moves_the_legend_outside_the_axes,0.081,passed
tests.test_legend_anchor,test_writing_null_brings_a_script_anchored_legend_back_inside,0.080,passed
tests.test_legend_anchor,test_patch_order_does_not_change_the_picture,0.035,passed
tests.test_legend_anchor,test_a_drag_wins_over_the_anchor_and_clears_it,0.080,passed
tests.test_legend_anchor,test_undoing_the_anchor_returns_to_the_script_not_to_no_anchor,0.079,passed
tests.test_legend_anchor,test_undoing_loc_alone_keeps_the_anchor_the_user_asked_for,0.080,passed
tests.test_legend_anchor,test_hot_equals_a_fresh_replay[anchor-only-patches0],1.174,passed
tests.test_legend_anchor,test_hot_equals_a_fresh_replay[anchor+loc-patches1],1.175,passed
tests.test_legend_anchor,test_hot_equals_a_fresh_replay[null-anchor-patches2],1.170,passed
tests.test_legend_anchor,test_an_anchor_shape_this_model_cannot_express_is_declared_unsupported,0.055,passed
tests.test_legend_anchor,test_an_anchor_pinned_to_another_coordinate_system_is_declared_unsupported,0.027,passed
tests.test_legend_anchor,test_a_figure_level_legend_anchors_against_the_figure,0.078,passed
tests.test_legend_anchor,test_an_outside_legend_that_runs_past_the_page_is_flagged,0.116,passed
tests.test_legend_text,test_single_legend_item_is_its_own_element,0.405,passed
tests.test_legend_text,test_editing_a_legend_item_leaves_the_source_line_label_alone,0.405,passed
tests.test_legend_text,test_editing_the_source_label_does_not_rewrite_the_legend,0.805,passed
tests.test_legend_text,test_item_text_survives_a_legend_rebuild,0.405,passed
tests.test_legend_text,test_item_identity_survives_a_reorder,0.406,passed
tests.test_legend_text,test_rebuild_does_not_orphan_any_override,0.410,passed
tests.test_legend_text,test_undo_restores_the_original_legend_text,0.840,passed
tests.test_legend_text,test_hot_and_fresh_agree_on_text_plus_rebuild,0.842,passed
tests.test_manifest_marker_shape,test_named_marker_on_a_line,0.574,passed
tests.test_manifest_marker_shape,test_scatter_says_the_shape_its_value_cannot,0.045,passed
tests.test_manifest_marker_shape,test_every_option_in_the_grid_is_recognised_by_name,0.612,passed
tests.test_manifest_marker_shape,test_override_wins_because_the_manifest_is_the_rendered_state,0.087,passed
tests.test_manifest_marker_shape,test_stem_and_legend_handle_carry_the_fact_too,0.044,passed
tests.test_manifest_marker_shape,test_unnamed_marker_ships_its_geometry,0.044,passed
tests.test_manifest_marker_shape,test_geometry_is_normalised_into_the_unit_box[axes_0.scatter_1],0.045,passed
tests.test_manifest_marker_shape,test_geometry_is_normalised_into_the_unit_box[axes_0.scatter_3],0.044,passed
tests.test_manifest_marker_shape,test_geometry_is_normalised_into_the_unit_box[axes_0.scatter_4],0.044,passed
tests.test_manifest_marker_shape,test_closepoly_vertices_are_placeholders_not_coordinates,0.045,passed
tests.test_manifest_marker_shape,test_geometry_precision_is_truncated,0.044,passed
tests.test_manifest_marker_shape,test_too_many_vertices_says_so_instead_of_shipping_them,0.044,passed
tests.test_manifest_marker_shape,test_no_marker_is_none_not_a_missing_field,0.044,passed
tests.test_manifest_marker_shape,test_two_shapes_in_one_collection_report_multiple,0.044,passed
tests.test_manifest_marker_shape,test_no_override_means_the_field_is_absent,0.044,passed
tests.test_manifest_marker_shape,test_scatter_says_the_shape_it_would_go_back_to,0.045,passed
tests.test_manifest_marker_shape,test_line_original_survives_even_when_the_value_cannot_say_it,0.087,passed
tests.test_manifest_marker_shape,test_stem_and_legend_handle_carry_the_original_too,0.087,passed
tests.test_manifest_marker_shape,test_going_back_to_the_script_lands_on_exactly_that_shape,0.087,passed
tests.test_manifest_marker_shape,test_a_failed_override_is_not_an_override,0.129,passed
tests.test_manifest_ticklabel_cost,test_the_two_figures_really_differ_in_tick_count,0.422,passed
tests.test_manifest_ticklabel_cost,test_tick_model_is_recomputed_a_fixed_number_of_times_per_manifest,0.001,passed
tests.test_manifest_ticklabel_cost,test_the_memo_does_not_outlive_one_build,0.001,passed
tests.test_manifest_ticklabel_cost,test_apply_inside_the_scope_raises_instead_of_reading_a_stale_memo,0.001,passed
tests.test_mcp_roots,test_explicit_configuration_wins_over_protocol_roots,0.002,passed
tests.test_mcp_roots,test_windows_absolute_realpath_resolves_without_reading_cwd,0.001,passed
tests.test_mcp_roots,test_windows_absolute_realpath_normalises_unc_prefix,0.001,passed
tests.test_mcp_roots,test_windows_absolute_realpath_never_downgrades_permission_errors,0.001,passed
tests.test_mcp_roots,test_explicit_absolute_root_survives_a_deleted_cwd,0.002,passed
tests.test_mcp_roots,test_even_explicit_configuration_rejects_fs_root_and_plugin_cache,0.002,passed
tests.test_mcp_roots,test_empty_protocol_result_is_authoritative_and_does_not_fall_back_to_cwd,0.002,passed
tests.test_mcp_roots,test_protocol_roots_accept_only_existing_local_directories,0.003,passed
tests.test_mcp_roots,test_plugin_cache_is_never_accepted_as_a_protocol_workspace,0.002,passed
tests.test_mcp_roots,test_roots_changed_becomes_pending_until_a_fresh_atomic_result,0.002,passed
tests.test_mcp_roots,test_capability_probe_reports_exact_client_claim,0.002,passed
tests.test_mcp_roots,test_elicitation_candidate_is_not_authority_until_user_accepts,0.002,passed
tests.test_mcp_roots,test_user_binding_requires_absolute_existing_non_plugin_directory,0.002,passed
tests.test_mcp_roots,test_explicit_or_protocol_authority_cannot_be_expanded_by_elicitation,0.002,passed
tests.test_mcp_roots,test_user_binding_expires_on_a_new_initialize,0.002,passed
tests.test_mcp_roots,test_every_failure_bucket_is_a_stable_code_with_a_next_step,0.001,passed
tests.test_mcp_roots,test_the_four_issue_buckets_map_to_four_different_dispositions,0.001,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[available-workspace_confirmation_required-send_absolute_path],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[declined-workspace_confirmation_declined-ask_user_again],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[cancelled-workspace_confirmation_cancelled-ask_user_again],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[no_response-workspace_confirmation_no_response-fix_host_wiring],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[error-workspace_confirmation_error-fix_host_wiring],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[stale-workspace_confirmation_stale-ask_user_again],0.002,passed
tests.test_mcp_roots,test_each_confirmation_state_selects_its_own_bucket[unsupported-no_workspace_root-configure_roots],0.002,passed
tests.test_mcp_roots,test_a_silent_roots_host_is_not_an_unconfigured_host[no_response-workspace_roots_no_response],0.002,passed
tests.test_mcp_roots,test_a_silent_roots_host_is_not_an_unconfigured_host[error-workspace_roots_error],0.002,passed
tests.test_mcp_roots,test_an_empty_but_answered_roots_list_is_a_configuration_problem,0.002,passed
tests.test_mcp_roots,test_a_directory_that_changes_during_confirmation_is_its_own_bucket,0.002,passed
tests.test_mcp_roots,test_diagnostics_expose_the_bucket_without_failing_a_call_first,0.003,passed
tests.test_mcp_roundtrip,test_full_flow_over_real_stdio,1.351,passed
tests.test_mcp_roundtrip,test_hot_equals_fresh_worker_replay,1.543,passed
tests.test_mcp_roundtrip,test_figure_size_change_keeps_frac_anchored_props,1.537,passed
tests.test_mcp_roundtrip,test_axes_position_change_keeps_dependent_props,1.505,passed
tests.test_mcp_roundtrip,test_reopening_a_session_replays_to_the_same_place,1.135,passed
tests.test_mcp_roundtrip,test_opening_a_blocking_figure_says_so_without_crashing,1.307,passed
tests.test_mcp_roundtrip,test_rejected_patches_are_never_silently_dropped,1.005,passed
tests.test_mcp_roundtrip,test_export_is_blocked_until_explicitly_confirmed,1.155,passed
tests.test_mcp_roundtrip,test_open_and_apply_latency_budget,1.050,passed
tests.test_mcp_server,test_initialize_echoes_a_version_we_support,0.002,passed
tests.test_mcp_server,test_initialize_falls_back_to_our_latest_for_unknown_versions,0.001,passed
tests.test_mcp_server,test_tools_list_shape,0.001,passed
tests.test_mcp_server,test_only_canvas_tools_carry_the_ui_resource,0.001,skipped
tests.test_mcp_server,test_unknown_method_is_a_clean_error,0.001,passed
tests.test_mcp_server,test_notifications_are_never_answered,0.001,passed
tests.test_mcp_server,test_real_protocol_roundtrip_acquires_host_roots_and_opens_canvas,0.004,passed
tests.test_mcp_server,test_roots_change_notification_refreshes_only_inside_the_next_tool_call,0.003,passed
tests.test_mcp_server,test_real_protocol_roundtrip_elicits_one_connection_scoped_root_and_opens_canvas,0.004,passed
tests.test_mcp_server,test_workspace_elicitation_refusal_fails_closed[decline-declined],0.003,passed
tests.test_mcp_server,test_workspace_elicitation_refusal_fails_closed[cancel-cancelled],0.003,passed
tests.test_mcp_server,test_rootless_elicitation_requires_an_absolute_existing_candidate,0.002,passed
tests.test_mcp_server,test_roots_client_that_disconnects_fails_closed_without_internal_error,0.002,passed
tests.test_mcp_server,test_the_four_workspace_authorisation_failures_do_not_collapse,0.003,passed
tests.test_mcp_server,test_tool_errors_never_read_the_machine_code_out_loud,0.002,passed
tests.test_mcp_server,test_a_host_that_never_answers_the_prompt_is_not_a_user_refusal,0.002,passed
tests.test_mcp_server,test_a_host_error_is_its_own_bucket[capabilities0-tavotto-elicitation-1-elicitation/create-workspace_confirmation_error],0.003,passed
tests.test_mcp_server,test_a_host_error_is_its_own_bucket[capabilities1-tavotto-roots-1-roots/list-workspace_roots_error],0.002,passed
tests.test_mcp_server,test_handler_exceptions_do_not_kill_the_connection,0.004,passed
tests.test_mcp_server,test_protocol_owns_the_real_stdout,0.001,passed
tests.test_mcp_server,test_a_flood_of_blank_lines_does_not_blow_the_stack,0.002,passed
tests.test_mcp_server,test_paths_outside_the_allowed_roots_are_refused,0.002,passed
tests.test_mcp_server,test_allowed_roots_default_to_cwd,0.002,passed
tests.test_mcp_server,test_relative_paths_resolve_from_one_trusted_root,0.002,passed
tests.test_mcp_server,test_relative_paths_are_not_guessed_across_multiple_roots,0.002,passed
tests.test_mcp_server,test_symlink_cannot_escape_a_trusted_root,0.002,passed
tests.test_mcp_server,test_open_refuses_out_of_scope,0.002,passed
tests.test_mcp_server,test_open_apply_preflight_export_close_without_any_ui,0.005,passed
tests.test_mcp_server,test_unknown_session_says_which_ones_exist,0.002,passed
tests.test_mcp_server,test_patches_are_a_full_list_and_dirty_entries_are_reported,0.004,passed
tests.test_mcp_server,test_patch_hash_is_the_canonical_one,0.004,passed
tests.test_mcp_server,test_export_defaults_to_the_project_export_dir,0.004,passed
tests.test_mcp_server,test_export_writes_a_proof_report,0.004,passed
tests.test_mcp_server,test_journal_override_reaches_preflight,0.004,passed
tests.test_mcp_server,test_bad_format_and_dpi_are_refused,0.004,passed
tests.test_mcp_server,test_a_directory_without_a_registry_is_a_clear_error,0.003,passed
tests.test_mcp_server,test_session_eviction_keeps_the_lid_on,0.007,passed
tests.test_mcp_server,test_eviction_says_out_loud_who_it_dropped,0.005,passed
tests.test_mcp_server,test_reopening_the_same_figure_reuses_its_session,0.004,passed
tests.test_mcp_server,test_an_edited_figure_is_reopened_as_a_new_session,0.005,passed
tests.test_mcp_server,test_opening_one_for_the_canvas_after_a_full_batch_keeps_the_batch,0.007,passed
tests.test_mcp_server,test_a_crashing_preflight_never_takes_the_batch_with_it,0.029,passed
tests.test_mcp_server,test_a_crashing_preflight_never_takes_a_single_open_with_it,0.004,passed
tests.test_mcp_server,test_widget_artifact_is_in_sync_with_the_frontend,0.001,skipped
tests.test_mcp_server,test_widget_check_tells_missing_apart_from_stale,0.129,passed
tests.test_mcp_server,test_widget_resource_is_self_contained,0.001,skipped
tests.test_mcp_server,test_server_degrades_cleanly_without_the_widget,0.001,passed
tests.test_mcp_server,test_missing_widget_is_said_out_loud_on_open,0.003,passed
tests.test_mcp_server,test_resources_read_for_a_missing_widget_is_an_explicit_error,0.001,passed
tests.test_mcp_server,test_health_tool_reports_capabilities,0.003,passed
tests.test_mcp_server,test_plugin_cwd_is_not_a_workspace,0.001,passed
tests.test_mcp_server,test_deleted_plugin_cwd_is_a_structured_missing_root,0.002,passed
tests.test_mcp_server,test_host_workspace_env_supplies_the_default_root[TAVOTTO_MCP_WORKSPACE],0.002,passed
tests.test_mcp_server,test_host_workspace_env_supplies_the_default_root[CODEX_WORKSPACE_ROOT],0.002,passed
tests.test_mcp_server,test_host_workspace_env_supplies_the_default_root[CODEX_PROJECT_ROOT],0.002,passed
tests.test_mcp_server,test_host_workspace_env_supplies_the_default_root[CODEX_WORKSPACE_DIR],0.002,passed
tests.test_mcp_server,test_protocol_root_survives_a_deleted_plugin_cwd,0.002,passed
tests.test_mcp_server,test_open_session_is_revoked_when_host_switches_workspace,0.004,passed
tests.test_mcp_server,test_open_session_is_revoked_when_project_retargets_outside_workspace,0.005,passed
tests.test_mcp_server,test_session_project_is_recanonicalized_before_worker_access,0.005,passed
tests.test_mcp_server,test_registry_outside_the_root_is_never_written,0.003,passed
tests.test_mcp_server,test_failed_first_render_leaves_no_session_behind,0.012,passed
tests.test_mcp_server,test_preview_png_failure_still_hands_back_the_session,0.003,passed
tests.test_mcp_server,test_unreadable_preview_file_is_still_a_bridge_error,0.003,passed
tests.test_mcp_server,test_every_operation_reacquires_the_worker_from_the_pool,0.004,passed
tests.test_mcp_server,test_export_default_dir_goes_through_check_scope,0.004,passed
tests.test_mcp_server,test_png_below_the_profile_dpi_needs_explicit_confirm,0.005,passed
tests.test_mcp_server,test_default_formats_follow_the_profile_of_this_call,0.006,passed
tests.test_mcp_server,test_export_names_come_from_the_shared_filename_rules,0.036,passed
tests.test_mcp_server,test_one_format_failing_is_partial_and_publishes_nothing_for_it,0.004,passed
tests.test_mcp_server,test_every_format_failing_is_still_an_error,0.005,passed
tests.test_mcp_server,test_files_are_published_only_after_every_format_is_rendered,0.005,passed
tests.test_mcp_server,test_the_proof_report_is_named_and_published_by_the_job,0.004,passed
tests.test_mcp_server,test_replay_reports_missing_and_extra_elements,0.001,passed
tests.test_mcp_server,test_open_with_an_unknown_profile_carries_a_code,0.004,passed
tests.test_mcp_server,test_raster_open_carries_a_bounded_png_instead_of_the_svg,0.003,passed
tests.test_mcp_server,test_raster_apply_pairs_the_png_with_this_variant,0.004,passed
tests.test_mcp_server,test_raster_png_failure_does_not_turn_a_good_render_into_an_error,0.004,passed
tests.test_mcp_server,test_vector_render_never_pays_for_a_png,0.004,passed
tests.test_mcp_server,test_refresh_tool_schema_and_description,0.001,passed
tests.test_mcp_server,test_refresh_via_the_authorized_session,0.004,passed
tests.test_mcp_server,test_refresh_rejects_an_unauthorized_path_and_writes_nothing,0.003,passed
tests.test_mcp_server,test_refresh_with_nothing_changed_is_an_empty_diff,0.004,passed
tests.test_mcp_server,test_refresh_sees_a_new_script_and_a_new_asset,0.004,passed
tests.test_mcp_server,test_refresh_returns_a_readiness_summary,0.003,passed
tests.test_mcp_server,test_refresh_never_probes_or_runs_user_code,0.004,passed
tests.test_mcp_server,test_refresh_falls_back_to_local_when_the_app_is_unreachable,0.003,passed
tests.test_mcp_server,test_refresh_delegates_to_a_running_app,0.003,passed
tests.test_mcp_server,test_refresh_surfaces_the_running_apps_error_code,0.003,passed
tests.test_mcp_server,test_refresh_without_a_project_is_no_project,0.003,passed
tests.test_mcp_server,test_refresh_is_ambiguous_with_two_projects_and_isolated_with_a_session,0.006,passed
tests.test_mcp_server,test_refresh_result_contains_no_absolute_paths,0.004,passed
tests.test_mcp_server,test_refresh_reason_is_fixed_to_codex_whatever_the_model_passes,0.003,passed
tests.test_mcp_server,test_refresh_on_a_directory_without_a_registry_is_a_clear_error,0.003,passed
tests.test_mcp_server,test_one_call_opens_n_independently_editable_sessions,0.007,passed
tests.test_mcp_server,test_every_batch_session_edits_only_its_own_figure,0.007,passed
tests.test_mcp_server,test_one_broken_figure_does_not_take_down_the_batch,0.007,passed
tests.test_mcp_server,test_partial_looks_like_neither_full_success_nor_full_failure,0.006,passed
tests.test_mcp_server,test_a_batch_where_nothing_opens_is_an_error_with_per_stem_detail,0.006,passed
tests.test_mcp_server,test_discover_only_takes_registered_stems_with_an_artifact,0.007,passed
tests.test_mcp_server,test_discover_on_a_project_with_no_produced_figure_is_a_clear_error,0.003,passed
tests.test_mcp_server,test_batch_stops_at_the_session_budget_instead_of_evicting_its_own,0.005,passed
tests.test_mcp_server,test_batch_preflight_is_a_summary_unless_asked,0.010,passed
tests.test_mcp_server,test_batch_reports_which_figures_block_export,0.006,passed
